Chapter,Author,Date,Text,Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,shifaxuddin,Sep-02 2019,ðŸ˜ðŸ˜ðŸ˜,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,shifaxuddin,Sep-02 2019,ðŸ¤¦ðŸ»â€â™€ï¸,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,shifaxuddin,Sep-02 2019,is she tho?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,LattyBritish,Aug-19 2019,Edwina the bitch!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,LattyBritish,Aug-19 2019,I don't really care for Edwina never had really but I love Tristan and can't see my baby hurting so if Edwina is what you want boo hurry and make right with her yea,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,TAINTEDSOULS-,Aug-15 2019,AWW,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,TAINTEDSOULS-,Aug-15 2019,My wife YASSS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,GreyEyedGirl02,Aug-13 2019,aw,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,ReneeWar,Aug-12 2019,My smile literally fell down to hell,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Jul-22 2019,okay okay that was smooth or whateva ðŸ˜‚,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,anubis_chronus,Jul-20 2019,okay now she's acting like a bitch,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Poison117,Jul-12 2019,This is becoming so unbearable. I am so mad at her and I want to cry. She is hurting not just Tristan but herself because she is so stubborn.,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Mardais,Jun-13 2019,I can hardly breathe properly with all this information! Bruh... ðŸ˜ªðŸ˜«ðŸ˜“,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Mardais,Jun-13 2019,Oh, you've got to be kidding me! ðŸ˜­,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Mardais,Jun-13 2019,Oh. My. Gosh. ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Damaged88,May-24 2019,AwwwðŸ˜­ðŸ˜­,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Damaged88,May-24 2019,ðŸ˜©ðŸ˜ðŸ˜­â¤,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,undeniable-s,May-05 2019,lmaoooo,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,undeniable-s,May-05 2019,also I am Tristan,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,undeniable-s,May-05 2019,bruhhh,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,sarithab,Mar-06 2019,This does not even seem like prideðŸ˜‘,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,azureDK,Feb-26 2019,oh come on she says she yearns for him and wants him but all she does is push him away like you can't ask for something if you don't do anything to achieve it,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,heathcad,Jan-29 2019,Ugh come on! Just kiss and make up already... ðŸ˜˜,5 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,riyamcyriac,Jan-20 2019,wHAT DO YOU EXPECT EDWINA,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,riyamcyriac,Jan-20 2019,She needs to OPEN HER EYES,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,riyamcyriac,Jan-20 2019,OOO my boy learned how to flirt,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,riyamcyriac,Jan-20 2019,Hmmmm that was too easy...I don't trust it,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,riyamcyriac,Jan-20 2019,This is lowkey better than a kiss.,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,CineHarry,Dec-21 2018,ðŸ§ðŸ§ðŸ§,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,itsrennie,Dec-09 2018,bless necrophilia late at night,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,itsrennie,Dec-09 2018,i don't trust this,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,itsrennie,Dec-09 2018,aS i ClApPeD lIkE a ReTaRdEd SeAl ellis stopðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,MahiraJane,Dec-08 2018,They are going to adopt her, I think.. That would be so cute,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,MahiraJane,Dec-08 2018,I'm happy, but I know that it's not going to be for long. Something seems offâ€¦,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,raceii,Nov-21 2018,I love him,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,fakejuliet,Nov-18 2018,Red wedding??,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,yaywitharose,Sep-27 2018,So many twist of turns!!!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,yaywitharose,Sep-27 2018,is she really though ðŸ¤”,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,yaywitharose,Sep-27 2018,OMG!!!!!!!!!! YES IM SO HAPPY,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,maskedst,Sep-22 2018,YESSS WHAT A KING,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,maskedst,Sep-22 2018,HAHAHAHAHA,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Queenlikescoffee,Sep-08 2018,Damn it,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Queenlikescoffee,Sep-08 2018,ðŸ˜‚,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Queenlikescoffee,Sep-08 2018,Aww,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Queenlikescoffee,Sep-08 2018,What? Really? Are they real?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Queenlikescoffee,Sep-08 2018,Just realised again that they're cousins,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,charmamig,Sep-02 2018,way to ruin my chants of joy,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,charmamig,Sep-02 2018,this is actually sweet. you did it Tris, now just keep this attitude up and no one will get hurt,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,4llyxox,Jul-26 2018,MSKEJEHDISIWJFHDISIUEVE YOU WROTE THIS WHEN YOU WERE SEVENTEEN? Iâ€™m honestly gonna go and hope Iâ€™m that good by the time Iâ€™m seventeen. Your writings so professional and amazing.,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,4llyxox,Jul-26 2018,Iâ€™m gonna take a pretty rough guess and say sheâ€™s not what she appears, she was in the mortal world. They donâ€™t know what or who she is but she happens to be around Ed, just like the 12 ft tall woman was...I think theyâ€™re connected,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,4llyxox,Jul-26 2018,Hmmm,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,4llyxox,Jul-26 2018,So Eric got out?,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,aphroditye,Jul-26 2018,Oh my god your writing never ceases to delight me â¤,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,aphroditye,Jul-26 2018,PLEASE SAY YES,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,aphroditye,Jul-26 2018,THANK GOD. NOW NO NEED TO RETURN TO THE HELL HOLE,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,aphroditye,Jul-26 2018,I need some tissues rn. * wipes tears away *,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,xoxo_celeste,Jul-04 2018,DANG IT WOMEN JUST SWALLOW YOUR PRIDE AND GO WOTH OUR POOR BABY TRISTAN â€˜CAUSE YOU DESERVE EACH OTHER.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,PluckThatPeach,May-06 2018,GIRL WTF,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,PluckThatPeach,May-06 2018,My poor baby :(,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,PluckThatPeach,May-06 2018,Girl no :/,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,PRXSLEYS,Apr-28 2018,This comment may be offensive. edwina, my dear, i think youâ€™re turning into an asshole,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,PRXSLEYS,Apr-28 2018,Jesus tap dancing Christ,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,This is so much my head can hardly take it all in.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,I feel exactly the same way.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,The things you do to my poor heart Edwina. The way you pierce it with your sword and rip it out so violently...ðŸ˜”ðŸ˜”ðŸ˜”,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,This comment may be offensive. What??? The fuck????,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,*chants high school style* say yes say yes SAY YES!!!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,But you're married to a Valmont,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Come on, go woman!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Now, that is a line to die for ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Now, that is a line to die for. ðŸ˜€ðŸ˜€ðŸ˜€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Babe,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Miriel,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Me too Tristan, me too,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,No Edwina, please don't do this. Not now..,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,*spits out water* did I imagine that sentence?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Tfffffffff!!!!!!!!!!!!! For real??,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Wait... How come Eric is out? I mean, last I read they were at Vezort Island or did I miss anything in my lapses?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,Because, she's Edwina Tremayne. Queen Regnant of Endollon,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tophie_Star,Mar-18 2018,For now at least, we're safe,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,madandbougie,Mar-14 2018,yess,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,ofdivinity,Mar-14 2018,Gracious what a stubborn woman,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,ofdivinity,Mar-14 2018,PANDORAS BOX,4 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,tnarita,Mar-13 2018,lmao edwina is such a SAVAGE if i was to be a goddess it would be her i swear,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,EliotEverdeen,Mar-12 2018,Let me guess, you'll be borrowing some inspiration from the Red Wedding?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,chaotichearts-,Mar-11 2018,Talk about a Titianess,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Ashia234,Mar-11 2018,It's okay Tristan if Edwina won't go I am right here.ðŸ˜â¤ï¸,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Mar-10 2018,This comment may be offensive. BUT SHIT I BET EDWINA IS GOING TO END UP GOING AS HIS DATE ANYWAY,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Mar-10 2018,I IS CLAPPING AND ONCE AGAIN MARVEL AT YOUR BEAUTIFUL WRITING ABILITIES,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Mar-10 2018,DRGHDH THINGS ARE GETTING CRAZIER,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Mar-10 2018,aHAHAAHAHAHAH STOP im going to collapse out of happiness,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Mar-10 2018,ODD. UNSETTLING. POTENTIALLY A GODDESS. POTENTIALLY A BOMB. WHO KNOWS?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Mar-10 2018,WELL PROBLEM SOLVED THE LOGOGRAM PIECE HAS BEEN FOUND and now all that's left is death,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Mar-10 2018,EGBZUEGUZ A TREDWINA MOMENT KILL ME THIS IS ABSOLUTELY ADORABLE,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-,Mar-10 2018,BUT AT LEAST YOU MADE IT OUT, HMM? DEAD CORPSES ARE USELESS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,#NAME?,Mar-10 2018,istg edwina wtf even just goo,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,#NAME?,Mar-10 2018,AWWWWW THEYRE SO CUTE IM DYING,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,#NAME?,Mar-10 2018,â€œmy wifeâ€ i fuckin squealed,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,#NAME?,Mar-10 2018,theyâ€™re so cute i cri,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,'Bout to get ready for those birthday updates,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,Wait just reread the paragraph. I already met them?  Maybe it has something to do with her human life? Time to reread the book again really quickly.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,See I would be worried about it vanishing but we have more pressing issues like their relationship and poor Tristan and stubborn Edwina,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,You're amazing!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,It broke my heart too!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,Noo! Poor Tristan,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,gahh I love it!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,AWWWWWWWW,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,You sure about that ðŸ˜,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,He understands now,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,ðŸ˜,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,lifeless_nerd,Mar-10 2018,I love it! ðŸ˜ðŸ˜,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,collaterals,Mar-10 2018,Look here Ellis, I feel so dumb bc I used to have these amazing ideas and now I can't even spell my NAME!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,collaterals,Mar-10 2018,Uuh feisty are we?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,collaterals,Mar-10 2018,Oh baby,18 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Leannea,Mar-10 2018,No... Edwina you're driving me crazy :( I bet Apollo dried up the Derwent. He is the Sun God after all?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,prosejoyce,Mar-10 2018,This comment may be offensive. Oh my fucking god... Edwina! Are you kidding me? You need to get rid of that ego. Push it down for a day or two. It's not gonna help, my dude.. If you wanted to go, you should've went..    Author..? You drive me insane sometimes, and I absolutely love it.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Himjadave_14,Mar-09 2018,god woman let go of your ego once plz,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,Aaaahhhhhh!!!!! Äª feel so young!!!!! You're turning Eighteen!!!!! An adult soon!!!!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,Damn! I was hoping to see an actual wedding again, for once, oh well, I guess I have to make do with the not wedding,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,Mirror, Mirror, Mirror, Mirror.....  Can I Give A Spoiler?????,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,Um...I could think of a few,   His Castle  His Room  His Bed   His Arms...  *Noticing the nasty looks on people's faces*  I'm just gonna go now...,10 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,If it breaks your heart, then, go to his damn house,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,This comment may be offensive. TRISTAN!!!!!!! No!!!! EDWINA you Daughter of A donkey's asshole!!! How dare you?!?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,If it's really torture, then STOP Being so Damn STUBBORN woman!,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,Yes, them butterflies.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,-ater-,Mar-09 2018,YES!!! An UPDATE!!!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Tris_fire,Mar-09 2018,The woman in the prologue performing blood magic ...was it her?,6 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,sunflowerlies,Mar-09 2018,HIS WIFE!!!!  *Squeals,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,StarryNightOwls,Mar-09 2018,This comment may be offensive. WAIITTTTT YOUâ€™RE TURNING 18???! shit I better be on my wattpadian toes for the birthday updates!ðŸ˜€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
